node_id,status,pano_id,pano_date,pano_lat,pano_lon,month,year,usable,osm_name,typology
n00198,OK,TK0G6Vs8ZOZHtNQAzGSA7g,2026-04,40.74657207941971,-73.97805335057784,4,2026,True,East 35th Street,mid_block
n00199,OK,uPotSN8x8DcK3vdDANHsIQ,2026-04,40.74665873710864,-73.97826597335782,4,2026,True,East 35th Street,mid_block
n00200,OK,LHNwh9u3UcnNbEVaB4ENig,2026-04,40.74675196825103,-73.97848666676651,4,2026,True,East 35th Street,mid_block
n00201,OK,c5_f2HvHgbqqojKVttTzGg,2026-04,40.74684002474356,-73.97869534331615,4,2026,True,East 35th Street,mid_block
n00202,OK,h-pJb30jgQmdAFCrqRPqmw,2026-04,40.74693135902722,-73.97891011761185,4,2026,True,East 35th Street,mid_block
n00203,OK,udoO96N95vD7HWyw29mqBw,2026-04,40.74701955319141,-73.97911233703213,4,2026,True,East 35th Street,mid_block
n00204,OK,ngKWcBQzxax6lcZJtijWYA,2026-04,40.74711325098798,-73.97932836632422,4,2026,True,East 35th Street,mid_block
n00205,OK,wlqmz-RzIXUQv9CDUSbkAQ,2026-04,40.747200856883,-73.97953228914434,4,2026,True,East 35th Street,mid_block
n00206,OK,Q488lbtXMon0WD1YYb2PnQ,2026-04,40.747285543652,-73.9797342388832,4,2026,True,East 35th Street,mid_block
n00207,OK,C-VeaCHYIkxcPQV5NcbXqg,2026-04,40.7473754803263,-73.97994874299161,4,2026,True,East 35th Street,mid_block
n00208,OK,aPo9mBUQbjhXeIsNNkhNlQ,2026-04,40.747464053494,-73.98016001854334,4,2026,True,East 35th Street,mid_block
n00209,OK,emcNdxRcv7r0RKO3vh4tpQ,2026-04,40.74755202106891,-73.98037021775826,4,2026,True,East 35th Street,mid_block
n00210,OK,P0kWaivjxQwphlqFr0bpYw,2026-04,40.74763924300819,-73.98057835421176,4,2026,True,East 35th Street,mid_block
n00211,OK,fI9z_Fgin-52mdhtirX6YQ,2026-04,40.74775399925056,-73.98074254959187,4,2026,True,East 35th Street,mid_block
n00212,OK,QwHq90wqhtdue7BGHHYn6w,2026-04,40.74779141137967,-73.98095561777335,4,2026,True,East 35th Street,mid_block
n00213,OK,UxlG92VlS6L5pp3axNqp6g,2026-04,40.74790802438932,-73.98121997981832,4,2026,True,East 35th Street,mid_block
n00214,OK,NGf9iHbjgmEZ2nAzutqbOg,2026-04,40.74795325590843,-73.98132776912307,4,2026,True,East 35th Street,mid_block
n00215,OK,LxtQW1WJBumGNNS2QnbqCw,2026-04,40.7480432270545,-73.98154254047768,4,2026,True,East 35th Street,mid_block
n00216,OK,sie_DAIVYjgD62b48M74sQ,2026-04,40.74813285696109,-73.98175650451965,4,2026,True,East 35th Street,mid_block
n00217,OK,B0zFmBPa0_8g2EIS0S5ehw,2026-04,40.7482204164949,-73.98196544654363,4,2026,True,East 35th Street,mid_block
n00218,OK,RuZrY5HKjmspakcC2pgdmg,2026-04,40.74830932575771,-73.98217752694939,4,2026,True,East 35th Street,mid_block
n00219,OK,MBRi_o7iTfo2z8NYp0RVkQ,2026-04,40.74839746495049,-73.98238790330667,4,2026,True,East 35th Street,mid_block
n00220,OK,wNWW1HAO94cZGYgDhdsdFQ,2026-04,40.74847530338936,-73.98257245322073,4,2026,True,East 35th Street,mid_block
n00221,OK,Op1jM1tRVDRegrlYN9IMwA,2026-04,40.74856550654026,-73.98278516067633,4,2026,True,East 35th Street,mid_block
n00222,OK,6MePCc2-nOp6MnhHNjYQTQ,2026-04,40.7486775528722,-73.98304925118201,4,2026,True,East 35th Street,mid_block
n00223,OK,ORg5ZlYW9w-GIh6qBkaO4g,2026-04,40.74876708619606,-73.98326043365117,4,2026,True,East 35th Street,mid_block
n00224,OK,s93fWcKzsjYqS9KDnj4X2A,2026-04,40.74885762847007,-73.98347394741052,4,2026,True,East 35th Street,mid_block
n00225,OK,zSVYb01Cr7n9PjAN9_BEKQ,2026-04,40.74894486388612,-73.98367956963486,4,2026,True,East 35th Street,mid_block
n00226,OK,sD_xKrBadV7So9ieXJ_s-A,2026-04,40.74903544918268,-73.98388967532622,4,2026,True,East 35th Street,mid_block
n00227,OK,Bc3VIKinlUfqLHWAbrBhRg,2026-04,40.74964523991604,-73.98342390934793,4,2026,True,East 36th Street,mid_block
n00228,OK,KjcW92vFqh8XqFuWYuGJRQ,2026-04,40.7495563891158,-73.9832143411915,4,2026,True,East 36th Street,mid_block
n00229,OK,hKRwmC-A0keWZaRF2xsN7g,2026-04,40.74946830739807,-73.98300647661542,4,2026,True,East 36th Street,mid_block
n00230,OK,hn1IA8Ad0559l7Bw_eVAHw,2026-04,40.74938746855832,-73.98281564992132,4,2026,True,East 36th Street,mid_block
n00231,OK,XbwtpcadcUO7KNl1sj-WNQ,2026-04,40.74930288132251,-73.98261594527865,4,2026,True,East 36th Street,mid_block
n00232,OK,n0WiEFCoPNeDuE57W0AD7A,2026-04,40.74921367521293,-73.9824054794966,4,2026,True,East 36th Street,mid_block
n00233,OK,qGc3fk01i0WqTFL2HY6gXA,2026-04,40.74912550354243,-73.98219752437092,4,2026,True,East 36th Street,mid_block
n00234,OK,TVob8NQSb2LNtZMF_IizNw,2026-04,40.74902496117514,-73.98195872094554,4,2026,True,East 36th Street,mid_block
n00235,OK,CeMd1iqNlSbf3n9W5UaR2A,2026-04,40.74893695572402,-73.98174610224986,4,2026,True,East 36th Street,mid_block
n00236,OK,NjuyuSRwEngxrVw7oDsqjQ,2026-04,40.74884566872551,-73.98152577128242,4,2026,True,East 36th Street,mid_block
n00237,OK,uOzqdD7qFaifoAyt83UwMQ,2026-04,40.74875377039398,-73.98130804063587,4,2026,True,East 36th Street,mid_block
n00238,OK,FDwMIs1h-5laL0SdBMtb3A,2026-04,40.74866839553771,-73.98110546482516,4,2026,True,East 36th Street,mid_block
n00239,OK,BbED4k4_Hy0a1_2o-T1aiA,2026-04,40.74857589010886,-73.98088611954987,4,2026,True,East 36th Street,mid_block
n00240,OK,kF6MBRMJpRABV1y452ltdA,2026-04,40.74848497429522,-73.98067054038454,4,2026,True,East 36th Street,mid_block
n00241,OK,j_qTbaA-TW2S8PKTI9tB4w,2026-04,40.74839553454131,-73.98045845831584,4,2026,True,East 36th Street,mid_block
n00242,OK,ycmLfsklx-lHAxyi4i4tAQ,2026-04,40.74833344165064,-73.98033757591574,4,2026,True,East 36th Street,mid_block
n00243,OK,TDZM_7tJgzmSx93HM6ByJA,2026-04,40.74825201713219,-73.9801187678172,4,2026,True,East 36th Street,mid_block
n00244,OK,zlug_Gt51tu279MH5P57Qg,2026-04,40.7481606833767,-73.97990238071087,4,2026,True,East 36th Street,mid_block
n00245,OK,euu2X1UntJ1Umacy5IJ5pQ,2026-04,40.74807211232173,-73.97969218098439,4,2026,True,East 36th Street,mid_block
n00246,OK,5mgPowl6GJ6l1-XTEKJRvA,2026-04,40.74798291020699,-73.9794807255669,4,2026,True,East 36th Street,mid_block
n00247,OK,ovsT_VAZFELVQmYPiC_UWQ,2026-04,40.74789335512695,-73.97926891121325,4,2026,True,East 36th Street,mid_block
n00248,OK,nAkZCiPpxnqAZ5ZMLUqojg,2026-04,40.74780387899632,-73.97905924885015,4,2026,True,East 36th Street,mid_block
n00249,OK,eQMNVfd4Db7UXU7BFO1F_w,2014-08,40.74772478768283,-73.97887335042167,8,2014,False,East 36th Street,mid_block
n00250,OK,dJiRcw8GpL5zQljlDsN2pQ,2026-04,40.74762602249915,-73.97863543962848,4,2026,True,East 36th Street,mid_block
n00251,OK,wePemfCF1Qq5Tis2Xhheng,2026-04,40.74753528833423,-73.9784190508527,4,2026,True,East 36th Street,mid_block
n00252,OK,mDaq-bknwFehoreaz7tLcA,2026-04,40.7474480738904,-73.9782104636796,4,2026,True,East 36th Street,mid_block
n00253,OK,hqCQmBLyRyqyoYxfBndAyg,2026-04,40.74736068171306,-73.97800115886837,4,2026,True,East 36th Street,mid_block
n00254,OK,r44hM4ZL9F4lLIFZ6xnllQ,2026-04,40.74727354884408,-73.9777963376586,4,2026,True,East 36th Street,mid_block
n00255,OK,518rMp6E8Do0kkS2n8kxiQ,2026-04,40.74718448549875,-73.97758748078006,4,2026,True,East 36th Street,mid_block
n00256,OK,EOd4YXZxAHYB4cQjEiptCw,2026-04,40.7470968560698,-73.97737969979605,4,2026,True,East 36th Street,mid_block
n00257,OK,rg_ra0DftvTcFdokFrGUBw,2026-04,40.74693035513929,-73.97698494221109,4,2026,True,East 36th Street,mid_block
n00258,OK,JvFZlBnxpPkouln2sACeiQ,2026-04,40.74684324136798,-73.97677814702382,4,2026,True,East 36th Street,mid_block
n00259,OK,l8R3ozzZwm-uLopWvvR_vA,2026-04,40.74675327455831,-73.97656453615028,4,2026,True,East 36th Street,mid_block
n00260,OK,vIyHIMoRnLpMc0vB356NZg,2026-04,40.74666171693364,-73.97634715859465,4,2026,True,East 36th Street,mid_block
n00261,OK,YJQNAA9cs0wTXi49jwq7OQ,2026-04,40.74657010887816,-73.9761299601481,4,2026,True,East 36th Street,mid_block
n00262,OK,kqdyWEAoOxtUI-YZXguAdg,2026-04,40.7464810620578,-73.9759185904913,4,2026,True,East 36th Street,mid_block
n00263,OK,jcto-HQXzUu-5xhG2b4ElQ,2026-04,40.74639389493727,-73.97571143544748,4,2026,True,East 36th Street,mid_block
n00264,OK,8sXxYwSslIc1h7KYoF-JCw,2026-04,40.74630618380803,-73.97550257630519,4,2026,True,East 36th Street,mid_block
n00265,OK,qeRPA0rEo8_vfHZPq3hyfw,2026-04,40.74621259923003,-73.97527784397357,4,2026,True,East 36th Street,mid_block
n00266,OK,6-Bwhz4fRVQk9EawgAaRnw,2026-04,40.74613084066861,-73.97506790822632,4,2026,True,East 36th Street,mid_block
n00267,OK,mFI0uKD0zgLqVWCUgOeing,2026-04,40.74605318239141,-73.97497814067115,4,2026,True,East 36th Street,mid_block
n00268,OK,51eIRuPe8XWbD-Pvcd-YGw,2026-04,40.74598618534731,-73.97476757685095,4,2026,True,East 36th Street,mid_block
n00269,OK,pcDWcIUlS-tFsBfzPuvGRg,2026-04,40.74588583383577,-73.97457270646622,4,2026,True,East 36th Street,mid_block
n00270,OK,LMyv0fmBA75Ki8i0-uIQbg,2026-04,40.74580573352669,-73.97435694086755,4,2026,True,East 36th Street,mid_block
n00271,OK,4T4fvwP9UWDyd-vEI0CPYQ,2026-04,40.74572243963544,-73.97414682475905,4,2026,True,East 36th Street,mid_block
n00272,OK,WwqbNpXb_bsii7cL386n8w,2026-04,40.74563198445404,-73.97393724649143,4,2026,True,East 36th Street,mid_block
n00273,OK,tRZpNTKlK-rBXvhXczN9_Q,2026-04,40.7455417432557,-73.973728116388,4,2026,True,East 36th Street,mid_block
n00274,OK,4M29shBPDk2VfmxurP2mpg,2026-04,40.74544707212193,-73.9735090317349,4,2026,True,East 36th Street,mid_block
n00275,OK,1qqsztvkn_hcjRklaO9GYw,2026-04,40.7453589831896,-73.97330232249051,4,2026,True,East 36th Street,mid_block
n00276,OK,YeN_mgVxWzp2-Qw74-SQaw,2026-04,40.74526954246721,-73.97308556900104,4,2026,True,East 36th Street,mid_block
n00277,OK,vVpxUC3buP6WZ3EqkVWT6A,2026-04,40.74518263874711,-73.97287500311019,4,2026,True,East 36th Street,mid_block
n00278,OK,uKH9yEbSa7jVZLv0VOYSEA,2026-04,40.74510701129034,-73.9726870360897,4,2026,True,East 36th Street,mid_block
n00279,OK,v8EDKJBfKy5hXmUhE67enA,2024-09,40.74563051165143,-73.97201892663531,9,2024,False,East 37th Street,mid_block
n00280,OK,hprRNLeIOZoehQnj0NRJJw,2026-04,40.74573139132251,-73.97225675593104,4,2026,True,East 37th Street,mid_block
n00281,OK,9tTVIZgSddfGIJeYWE_3EQ,2024-09,40.74579701450637,-73.97237854020024,9,2024,False,East 37th Street,mid_block
n00282,OK,Wc3Za0uN6mxNmfmuXHkfeQ,2024-09,40.7458882134868,-73.97259439769574,9,2024,False,East 37th Street,mid_block
n00283,OK,pbaapGBx1ACVu1VJBN1pJw,2026-04,40.74597678614413,-73.97281034462814,4,2026,True,East 37th Street,mid_block
n00284,OK,CYMkeBh1FoXvJU5YUUGOBw,2024-09,40.74609616096476,-73.97308816968565,9,2024,False,East 37th Street,mid_block
n00285,OK,4pNgL7y58eOF1LEMhdLY5w,2024-09,40.74614402484134,-73.9732011649139,9,2024,False,East 37th Street,mid_block
n00286,OK,Ea-T3kPlw5iwMHDrHOJFjw,2024-09,40.74623493098953,-73.97341603502205,9,2024,False,East 37th Street,mid_block
n00287,OK,25YdfkuLrcKfLecFzHSKhg,2021-05,40.74631740362523,-73.97361027882825,5,2021,False,East 37th Street,mid_block
n00288,OK,yG4FpFHUOJAfKk66xIgITg,2026-04,40.74640884717885,-73.9738241620169,4,2026,True,East 37th Street,mid_block
n00289,OK,sUqftFJ0UGLEbynhRfJ3TQ,2026-04,40.74649956729986,-73.9740345475127,4,2026,True,East 37th Street,mid_block
n00290,OK,iIOztCL2TLI3fy1iTxKsFg,2026-04,40.74659002256167,-73.9742446637438,4,2026,True,East 37th Street,mid_block
n00291,OK,rsVMKdjYxX-72xbIejLvyQ,2026-04,40.74667963119792,-73.97445253779192,4,2026,True,East 37th Street,mid_block
n00292,OK,WDFIzAGPBzCbwkLrbnKy9g,2026-04,40.74676809271338,-73.97465870773259,4,2026,True,East 37th Street,mid_block
n00293,OK,VwCEt3ySzeNaQr0_A7GzwA,2026-04,40.74686526287564,-73.97487895689018,4,2026,True,East 37th Street,mid_block
n00294,OK,3XV-0O9Y5vZdwYpU1yClqw,2026-04,40.74695841186816,-73.97509265931309,4,2026,True,East 37th Street,mid_block
n00295,OK,d3TOtyBJVfYBInngXUgQgg,2026-04,40.74705183849609,-73.97530725827612,4,2026,True,East 37th Street,mid_block
n00296,OK,QpAC2Gn3MrOdd5Y_COAHRQ,2026-04,40.74713887915053,-73.97552042215746,4,2026,True,East 37th Street,mid_block
n00297,OK,NzeZy6EPoYehbzyxVEHQzA,2026-04,40.74724186032865,-73.97570569608379,4,2026,True,East 37th Street,mid_block
n00298,OK,sObSP4xKHieiJ-o8WYvDfQ,2026-04,40.74733586648078,-73.97593500146576,4,2026,True,East 37th Street,mid_block
n00299,OK,P8L-9dwWl-jh31TPNMqBjQ,2026-04,40.74738661673847,-73.97614000401231,4,2026,True,East 37th Street,mid_block
n00300,OK,UB_D8QS-GzB7kc01SWa2JA,2021-09,40.74748384750266,-73.97630178189569,9,2021,False,East 37th Street,mid_block
n00301,OK,qDTG2FSbt9nSd4xDXWsJ7Q,2026-04,40.74753764221054,-73.97658821091873,4,2026,True,East 37th Street,mid_block
n00302,OK,3dpr9Xaw3kYy7tr8z0PkcA,2026-04,40.74767603956982,-73.97671393823875,4,2026,True,East 37th Street,mid_block
n00303,OK,L5f9K-WS-m73QMW6cd8sxg,2026-04,40.74770343786415,-73.97691589093738,4,2026,True,East 37th Street,mid_block
n00304,OK,nsYw3kj9an7Zi-oobGJdrg,2026-04,40.74779255810681,-73.97712779755972,4,2026,True,East 37th Street,mid_block
n00305,OK,9f-s2r5AUlqDpsc5xCdofA,2026-04,40.74787735892352,-73.97733477172467,4,2026,True,East 37th Street,mid_block
n00306,OK,tTfVbqRXDxh8u9JqxMrZdw,2026-04,40.74796458231322,-73.97754075922315,4,2026,True,East 37th Street,mid_block
n00307,OK,FEDCn_XJlnZWCd08ZZOM-g,2026-04,40.7480601344261,-73.97776611664727,4,2026,True,East 37th Street,mid_block
n00308,OK,9bE9azcD-Of9YcmMrElp_A,2026-04,40.74815195030043,-73.97798268551077,4,2026,True,East 37th Street,mid_block
n00309,OK,bk2ROnoF8P4rfxrQyWpbbw,2026-04,40.74824165843029,-73.9781945012813,4,2026,True,East 37th Street,mid_block
n00310,OK,_AbT4cIBEcSUi9uneGd0oA,2026-04,40.74834720000661,-73.97844774726464,4,2026,True,East 37th Street,mid_block
n00311,OK,EENCJZGU_xY4_CdtqL7DCw,2026-04,40.74844292815914,-73.97867435909235,4,2026,True,East 37th Street,mid_block
n00312,OK,rA9MoYK0XjZy1W5JFN4kXQ,2026-04,40.7485297960611,-73.97887998645163,4,2026,True,East 37th Street,mid_block
n00313,OK,5bitZcu6T_TaWTBNinO94A,2026-04,40.74857526851867,-73.9789878667445,4,2026,True,East 37th Street,mid_block
n00314,OK,5xphdpuWsZlj7odnLn0xxg,2026-04,40.74866808134328,-73.97920829029685,4,2026,True,East 37th Street,mid_block
n00315,OK,VtbnMNKJ_CGXfFtFxNTLcg,2026-04,40.74876037664917,-73.97942772716245,4,2026,True,East 37th Street,mid_block
n00316,OK,6YdxuBl0VTJBg2F1fCCyNQ,2026-04,40.74884965965202,-73.97964241096429,4,2026,True,East 37th Street,mid_block
n00317,OK,BlyC9bZWbJJSM1eXcNAjlw,2026-04,40.74893938375341,-73.97985808095828,4,2026,True,East 37th Street,mid_block
n00318,OK,f96jbOv3WAFQTDGsBI6FWA,2026-04,40.74903588858096,-73.98006523153548,4,2026,True,East 37th Street,mid_block
n00319,OK,hQlfTPWKp4laxRJtl5MLtg,2026-04,40.74912395283535,-73.9802739960472,4,2026,True,East 37th Street,mid_block
n00320,OK,SQc65BP5vLZrzKgMXdOkyg,2026-04,40.74921343051559,-73.98048634734542,4,2026,True,East 37th Street,mid_block
n00321,OK,f68xvJTG804PGKiqgTFZcg,2026-04,40.7492988442709,-73.98068919283436,4,2026,True,East 37th Street,mid_block
n00322,OK,zuWcYnLRGnsDw2Dz9IHL1A,2026-04,40.74938712153252,-73.9808984050441,4,2026,True,East 37th Street,mid_block
n00323,OK,SXs1NfDz070TwYV2JTfDWg,2026-04,40.74947387186457,-73.98110429904962,4,2026,True,East 37th Street,mid_block
n00324,OK,QCaHbTPSvujLOHo4xgD4-w,2026-04,40.74956175752089,-73.98131288308292,4,2026,True,East 37th Street,mid_block
n00325,OK,XOOhsEAV_Hq3lMzHXIfc_w,2026-04,40.74965090880176,-73.98152666803088,4,2026,True,East 37th Street,mid_block
n00326,OK,csF5JrZjDkQaDFVb5B8tIA,2026-04,40.74974022208449,-73.9817400043673,4,2026,True,East 37th Street,mid_block
n00327,OK,NKZuoh9n3UGoBOl0WznHqw,2026-04,40.74982981767737,-73.98195002250499,4,2026,True,East 37th Street,mid_block
n00328,OK,H1AaSW7WK59nZ3h2NqqKww,2026-04,40.74991771014395,-73.98215654310572,4,2026,True,East 37th Street,mid_block
n00329,OK,FrIc1A1k8E1la6AYzdRoiQ,2026-04,40.75000865795,-73.9823713135341,4,2026,True,East 37th Street,mid_block
n00330,OK,Pj4x_xTmx3hD5SsePmpR9g,2026-04,40.75010200205842,-73.98259128483464,4,2026,True,East 37th Street,mid_block
n00331,OK,yXLt9doEK-IWEhXqL23MVA,2026-04,40.7501943988538,-73.98280883467875,4,2026,True,East 37th Street,mid_block
n00332,OK,ffXRLWD_bN_XyKUFLN8O3Q,2026-04,40.75027613193762,-73.98300118584025,4,2026,True,East 37th Street,mid_block
n00333,OK,o9oKAAWLUDfG8cjZkQGT_Q,2026-04,40.75090000611905,-73.98253281715112,4,2026,True,East 38th Street,mid_block
n00334,OK,zmX_HB351Ovjs5u65FjAPQ,2026-04,40.7508119105179,-73.98232432411642,4,2026,True,East 38th Street,mid_block
n00335,OK,6sq22WbPC5rSNRzG5_U4eA,2026-04,40.75071975118902,-73.9821063253509,4,2026,True,East 38th Street,mid_block
n00336,OK,SyWG09N4gKmHMz1r8u75KQ,2026-04,40.7506184171396,-73.98186671474001,4,2026,True,East 38th Street,mid_block
n00337,OK,sAZfI1bTkDdmuNU0XjyL5Q,2026-04,40.75052897183885,-73.98165615846257,4,2026,True,East 38th Street,mid_block
n00338,OK,Z4YKa-5tOXLKGSOHASbKIQ,2026-04,40.75043658810408,-73.98144667805302,4,2026,True,East 38th Street,mid_block
n00339,OK,zPAEp2PmVxEpouqQL_yM-Q,2026-04,40.75034538857874,-73.98123917026467,4,2026,True,East 38th Street,mid_block
n00340,OK,Oou9vnCzxMtPZhbZaY59OA,2026-04,40.7502509168929,-73.98101552073805,4,2026,True,East 38th Street,mid_block
n00341,OK,67Hd30XvFdQTEbtslb6m5g,2026-04,40.75020229142732,-73.98089975017118,4,2026,True,East 38th Street,mid_block
n00342,OK,EEJ4rv2f_tDEWFIvI0eUIw,2026-04,40.75011227196624,-73.98068569550017,4,2026,True,East 38th Street,mid_block
n00343,OK,HjfX0EYUR5Mwz8k27XWboQ,2026-04,40.7500209272394,-73.98046868130464,4,2026,True,East 38th Street,mid_block
n00344,OK,-ySALMcBPQ4NSK3_-AohgA,2026-04,40.74992668952754,-73.98024350639898,4,2026,True,East 38th Street,mid_block
n00345,OK,hl8fuJ2exVfRRU-Yjw2k4Q,2026-04,40.74983855819068,-73.98003214126346,4,2026,True,East 38th Street,mid_block
n00346,OK,cMXcJUEu-lGfhNY_0V9I8g,2026-04,40.7497513202682,-73.97982176232757,4,2026,True,East 38th Street,mid_block
n00347,OK,6jYbC-WOIVeBuD86-OSJFQ,2026-04,40.74966485147889,-73.97961308700049,4,2026,True,East 38th Street,mid_block
n00348,OK,0oBFciNUutslp3SuqHhGgg,2026-04,40.74957696501957,-73.97942575429431,4,2026,True,East 38th Street,mid_block
n00349,OK,Ov0ot0PNQIQH1-PRii15uQ,2026-04,40.74948383798843,-73.97923124733254,4,2026,True,East 38th Street,mid_block
n00350,OK,IYrM2t72m4cpyfnzfQfMWQ,2026-04,40.74939445183035,-73.97901530760736,4,2026,True,East 38th Street,mid_block
n00351,OK,guLGIeadrrt4HHlvQnCfNw,2026-04,40.74930497143539,-73.97880295468427,4,2026,True,East 38th Street,mid_block
n00352,OK,nngofH3CNfpp0uxQc4_CGA,2026-04,40.74921672725826,-73.9785934711655,4,2026,True,East 38th Street,mid_block
n00353,OK,DH-sR7KyXAudNbTajeiFsQ,2026-04,40.7491329506723,-73.97839474857547,4,2026,True,East 38th Street,mid_block
n00354,OK,n2cyaulUshObA3XBwtldoQ,2026-04,40.74904286372331,-73.97818131885022,4,2026,True,East 38th Street,mid_block
n00355,OK,g-H7jhl2D5zHRnZcVy1BPw,2026-04,40.74895583040767,-73.97797506300833,4,2026,True,East 38th Street,mid_block
n00356,OK,lBgnn-GQSAYAdwphpHmgAg,2026-04,40.74887938579382,-73.97779400606738,4,2026,True,East 38th Street,mid_block
n00357,OK,Phh_1mryAal0sj0QDf3yHw,2026-04,40.7487953431167,-73.97759501362118,4,2026,True,East 38th Street,mid_block
n00358,OK,FDCI2piTm616iDODzuZHkA,2026-04,40.74870651652255,-73.97738463201881,4,2026,True,East 38th Street,mid_block
n00359,OK,yVXy1_vtENjKXjtkAOrt0Q,2026-04,40.74861632636632,-73.97717102181879,4,2026,True,East 38th Street,mid_block
n00360,OK,MXeTYUzrzOQMczrdE3ZMrQ,2026-04,40.74852387663611,-73.97695212043993,4,2026,True,East 38th Street,mid_block
n00361,OK,TQQdIXxFXlfvpeRHlT6sxA,2026-04,40.74843561652203,-73.9767430832905,4,2026,True,East 38th Street,mid_block
n00362,OK,6buAMABOPSPYPehbZd3tuA,2026-04,40.74834856003528,-73.97653296978781,4,2026,True,East 38th Street,mid_block
n00363,OK,-ekg0gp1kN93sn8zwT-AiQ,2026-04,40.7481612030867,-73.97608000985134,4,2026,True,East 38th Street,mid_block
n00364,OK,gAVcr1GgLm8K_VGManLe8w,2026-04,40.74806924849765,-73.9758651427178,4,2026,True,East 38th Street,mid_block
n00365,OK,aEZC-gv2VxNTFg9N2mJUEw,2026-04,40.74797128081916,-73.97564668824084,4,2026,True,East 38th Street,mid_block
n00366,OK,MVZuKvCsK0PthwIwHh-sjA,2026-04,40.74787234914049,-73.97543684257374,4,2026,True,East 38th Street,mid_block
n00367,OK,0TnJ6EhTOvMZmGUcXyE0Yg,2026-04,40.74782492104413,-73.9753136253959,4,2026,True,East 38th Street,mid_block
n00368,OK,U9Q-e0Q-4w2tUGKWg8F2Xw,2026-04,40.74773090407102,-73.97509221092386,4,2026,True,East 38th Street,mid_block
n00369,OK,AxO7Q6FdTyMHnkDOaSfBdA,2026-04,40.74764207379796,-73.9748829027197,4,2026,True,East 38th Street,mid_block
n00370,OK,tkYlmQeseas3TstlBL0rTg,2026-04,40.74755351392616,-73.97467072459052,4,2026,True,East 38th Street,mid_block
n00371,OK,pKM7lbgkErymgiaI6E3tyA,2026-04,40.74746578280767,-73.97445854622741,4,2026,True,East 38th Street,mid_block
n00372,OK,Hy31hVms2gLpadMeQn2vcw,2026-04,40.74737712837477,-73.97424995475988,4,2026,True,East 38th Street,mid_block
n00373,OK,m5w_WVSv_-TBdGhQHXT6fQ,2026-04,40.74732097669725,-73.9740345475127,4,2026,True,East 38th Street,mid_block
n00374,OK,EKP5z4E0hu5gwdXaemf4hA,2026-04,40.74720837499395,-73.97385904692533,4,2026,True,East 38th Street,mid_block
n00375,OK,GeFx4F9_SRXYDdttGpgQEA,2026-04,40.74711716381923,-73.97364148695613,4,2026,True,East 38th Street,mid_block
n00376,OK,lr2YuqfJgHPDUh_oHTVSbg,2026-04,40.74702968926523,-73.97343325331751,4,2026,True,East 38th Street,mid_block
n00377,OK,zGpITbm_5nOQqrx7AtFYKw,2026-04,40.74694512877431,-73.97319246607725,4,2026,True,East 38th Street,mid_block
n00378,OK,zaFkwh_rpOSFwBUpNk5Tyg,2026-04,40.74683224341,-73.97296243999658,4,2026,True,East 38th Street,mid_block
n00379,OK,NJEDwyTyORq03oa9CMNfqg,2026-04,40.74674342118172,-73.97274685195057,4,2026,True,East 38th Street,mid_block
n00380,OK,BcRW1maDJMyO4VZrkdS0gA,2026-04,40.74669623244488,-73.97263224223381,4,2026,True,East 38th Street,mid_block
n00381,OK,4z4wWSo7BAF49tn4v_84MQ,2026-04,40.74660852000622,-73.97241916483256,4,2026,True,East 38th Street,mid_block
n00382,OK,0fhdGwguCxWvG0vuCDQ0Mg,2026-04,40.74652098332754,-73.97220626655383,4,2026,True,East 38th Street,mid_block
n00383,OK,KTxs1xu7P79OxpHyTCjrFQ,2026-04,40.74643352364655,-73.97199444419114,4,2026,True,East 38th Street,mid_block
n00384,OK,FBCdRR8GPg8e3mwfaeNKHw,2026-04,40.74633196888184,-73.97175186156316,4,2026,True,East 38th Street,mid_block
n00385,OK,8SqEgHXADnn30BU5zkWDwA,2026-04,40.74695690987327,-73.9713171850139,4,2026,True,East 39th Street,mid_block
n00386,OK,_CfndvSvPlTAo6jR-lfzFw,2026-04,40.74705739315768,-73.9715193227349,4,2026,True,East 39th Street,mid_block
n00387,OK,K04BZd9BEZWz2LWygryB4Q,2026-04,40.74714613805878,-73.97172639261149,4,2026,True,East 39th Street,mid_block
n00388,OK,A6rYoeHF_Y1E6glDh_J_YA,2026-04,40.74723690188944,-73.97193812558979,4,2026,True,East 39th Street,mid_block
n00389,OK,uQ65xmE3LueDL8wAYzfAnw,2026-04,40.74732647823304,-73.97214680924185,4,2026,True,East 39th Street,mid_block
n00390,OK,tRE91sHEVY3wb0vGDJBjoA,2026-04,40.74742336291694,-73.97237298009537,4,2026,True,East 39th Street,mid_block
n00391,OK,utUTl2qMv67gVWvhi_FBLg,2026-04,40.74750428004528,-73.97256157517569,4,2026,True,East 39th Street,mid_block
n00392,OK,4k_uZ5VmD03qBOWYKEO64g,2026-04,40.74762655624048,-73.97285240403156,4,2026,True,East 39th Street,mid_block
n00393,OK,8u8yRBoHzHHABjeWhK-iAw,2026-04,40.74767660443334,-73.97297759571951,4,2026,True,East 39th Street,mid_block
n00394,OK,JPIwtbxYZS2HmrPdjWFGkA,2026-04,40.74776105745416,-73.97318896860673,4,2026,True,East 39th Street,mid_block
n00395,OK,y1XzV9W_vzd_GwTwHVvdTQ,2026-04,40.74784607152929,-73.97340482519347,4,2026,True,East 39th Street,mid_block
